Promt,promt in Russian,Category,Subcategory,Url
Soviet brutalist hotel on the Crimean coast in Alushta,советский отель в стиле брутализм на побережье Крыма в Алуште,Art and culture,Architecture,"https://sun9-63.userapi.com/s/v1/if1/YnH2Cy4Zgz9UDizhHqSHJBn4mIJPjFFM2QTkVPRWQymqsDucQevlnn_nWuNLYAraH_0AYwcS.jpg?quality=96&as=32x30,48x45,72x68,108x101,160x150,240x225,360x338,480x451,540x507,640x601,720x676,1080x1014,1280x1202,1400x1315&from=bu&u=WHoCO0Hepn48CLXrrkrMo4Uy6Gt3RYeznaNe_E8NSxI&cs=604x567"
"Soviet Palace of Pioneers in the style of the 60s, with mosaics on the facade","Советский Дворец пионеров в стиле 60х годов, с мозаикой на фасаде",Art and culture,Architecture,https://vmo24.ru/files/news/pr/news_91513_1400_.jpg
view of the Rostov Kremlin from Lake Nero,вид на Ростовский кремль со стороны озера Неро,Art and culture,Architecture,https://avatars.mds.yandex.net/i?id=f112454d0aebe82c4749bf8ef74aec55_l-4577889-images-thumbs&n=13
old russian church in the village,старая русская церковь в деревне,Art and culture,Architecture,https://i.pinimg.com/originals/c3/c0/93/c3c09349ec31a2f53ff0e20d86faf822.jpg
Russian carved tower,русский резной терем,Art and culture,Architecture,https://2pic.club/uploads/posts/2023-05/1684229557_2pic-club-p-kamennie-doma-v-russkom-stile-29.jpg
a view from above of a block of multi-story brick buildings in a Russian city,вид сверху на квартал многоэтажных кирпичных домов в русском городе,Art and culture,Architecture,https://avatars.dzeninfra.ru/get-zen_doc/1898595/pub_64fa0053382375660aec5bec_64fa0072c450fa1f21f7d0fc/scale_1200
Happy man against the background of a fire. The barn and hut burned down,Счастливый мужчина на фоне пожара. Сгорел сарай гори и хата,Russian memes,,https://a.d-cd.net/89bfae6s-960.jpg
A woman in a Russian sundress and kokoshnik stops a galloping horse,Женщина в русском сарафане и кокошнике останавливает коня на скаку,Russian memes,,https://www.inpearls.ru/img/pearls/2021263-1685.jpg
"Cats look at a huge fish. Are you selling? No, we show","Коты смотрят на огромную рыбу. Продаёте? Нет, показываем",Russian memes,,https://avatars.dzeninfra.ru/get-zen_doc/3986059/pub_6066a239dae78e3f28601f72_6066a2d2dae78e3f28606407/scale_1200
"a needle in an egg, an egg in a duck, a duck in a hare, a hare in shock...","игла в яйце, яйцо в утке, утка в зайце, заяц в шоке...",Russian memes,,https://sun9-61.userapi.com/impg/mUnyddy-Zc3OJoikq7Q-9SawRapXyp7Hk2khDw/4H0yEH-5Eio.jpg?size=512x512&quality=95&sign=9a453f66fb8cc3203594623c93fa44e8&type=album
"Kuzka's mother, an angry woman, 30 years old","Кузькина мать, рассерженная женщина 30 лет",Russian memes,,https://hi-news.ru/wp-content/uploads/2024/01/psycho_finger_4.jpg
Robert Downey Jr. in a Russian hat with a balalaika,Роберт Дауни младший в русской шапке с балалайкой,Russian memes,,https://sun9-57.userapi.com/impg/-BrSEOOruTzNQ0xFmwko5A6Ne0BxHhjSOPT6yA/ttj0-MIjjDM.jpg?size=391x512&quality=95&sign=afabc07f82601472ca969ce9eb67a707&type=album
"Pushkin looks at the autumn forest. That's it, crimson!","Пушкин смотрит на осенний лес. Всё, багрец!",Russian memes,,https://artinvestment.ru/content/download/news_2016/20160922_scherb1.jpg
In autumn the cuckoo is the first to fly away,Осенью кукушка отлетает первой,Russian memes,,"https://sun9-34.userapi.com/s/v1/ig2/pWlMzPAC7dmKo1Yhik9x7ycopYZ_lzPQylnWpysLh0pFg1eHnEQf5zTNDotfEFTmOtrgqSyDgb6nBl0ErlRcOCQJ.jpg?quality=95&as=32x28,48x42,72x62,108x93,160x138,240x208,360x311,480x415,540x467,640x554,720x623,1080x934,1200x1038&from=bu&u=zKohzq_5LSOEHrWz__rj5cZg8-jH46KAmlhLwnL84A4&cs=604x522"
"Surprised Elon Musk and a fairy-tale hut on chicken legs. How do you like that, Elon Musk?","Удивлённый Илон Маск и сказочная избушка на куриных ногах. Как тебе такое, Илон Маск?",Russian memes,,https://static.independent.co.uk/2021/05/25/06/GettyImages-1229892623.jpg
Funny baby with noodles on his ears,Смешной младенец с лапшой на ушах,Russian memes,,https://psy-files.ru/wp-content/uploads/f/3/1/f3152b23dd26b9469c8675f7926a1af6.jpg
Cheburashka smiles sweetly,Чебурашка мило улыбается,Media and TV,Animation,https://sun9-18.userapi.com/impg/eawJt26q-aVqsym0zRWPNrBUFih_N-hiuSrg0w/pCTGLGjmCT8.jpg?size=512x288&quality=95&sign=c33abf1705f444c92b2cc68844133a9b&type=album
Crocodile Gena and Cheburashka on a city street,Крокодил Гена и Чебурашка на улице города,Media and TV,Animation,https://cdn.culture.ru/images/923d5ad2-0999-5348-85e8-7cf16d5df29f
Russian cartoon Masha and the bear,Русский мультфильм Маша и медведь,Media and TV,Animation,https://sun9-45.userapi.com/impg/UjfwTKoxHZWSS--YHAszaKcLWGPzCN0VUoVk3g/OGawycv4JOQ.jpg?size=512x288&quality=95&sign=e65570e6e7b5fadb94bfdc901feb1ed1&type=album
"Carlson is the most charming and attractive, Soviet cartoon","Карлсон самый обаятельный и привлекательный, мультфильм",Media and TV,Animation,https://avatars.mds.yandex.net/i?id=ac6544dc88e35fa16029ba0f324cdacf1cfa478f-3727959-images-thumbs&n=13
"Postman Pechkin and the parcel, Soviet cartoon","Почтальон Печкин и посылка, советский мультфильм",Media and TV,Animation,https://cdn.culture.ru/images/98b55acd-a8d7-5fa5-8008-bf62b289222a
"Matroskin the Cat, Soviet cartoon","Кот Матроскин, советский мультфильм",Media and TV,Animation,https://i.pinimg.com/550x/78/74/9b/78749b741772c5cf39df8ab92e1b753d.jpg
"Leopold the Cat, Soviet cartoon","Кот Леопольд, советский мультфильм",Media and TV,Animation,https://cdn.culture.ru/images/b212403e-a8c7-58ab-8e15-37a6da0e29cd
"Wolf from the Soviet cartoon Well, wait a minute!","Волк из советского мультфильма Ну, погоди!",Media and TV,Animation,https://avatars.dzeninfra.ru/get-zen_doc/1578824/pub_635e1b24179fc5285d30aed5_635e1b2c179fc5285d30b130/scale_1200
Winnie the Pooh from the Soviet cartoon,Винни-Пух из советского мультфильма ,Media and TV,Animation,https://avatars.dzeninfra.ru/get-zen_doc/1878668/pub_5e2cffe3bfad3200aeb5e7a6_5e2d1297118d7f00be82e9b4/scale_1200
Piglet from the Soviet cartoon,Пятачок из советского мультфильма ,Media and TV,Animation,https://avatars.dzeninfra.ru/get-zen_doc/5234612/pub_638b7dd7daf3bb4df872d124_638b7e16daf3bb4df8730506/scale_1200
USSR fire truck based on ZIL,Пожарная машина СССР на базе ЗИЛ,Civil auto industry,Trucks,https://sun9-72.userapi.com/impg/J1zArGrphdupEPJR4zWJ0bicm3loZaVymG9PbA/BpTA8mha394.jpg?size=512x341&quality=95&sign=c3e6210274752063578d0a8a4bc9597d&type=album
"KAMAZ 5490, Russian truckerdal","КАМАЗ 5490, российский дальнобойщик",Civil auto industry,Trucks,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/%D0%9A%D0%B0%D0%BC%D0%B0%D0%B7-5490.jpg/1280px-%D0%9A%D0%B0%D0%BC%D0%B0%D0%B7-5490.jpg
"GAZ, flatbed green truck, retro","ГАЗ, бортовой зелёный грузовик, ретро",Civil auto industry,Trucks,https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/GAZ-51_%C5%BB%C3%B3%C5%82kiew_2008_%28cropped%29.jpg/1200px-GAZ-51_%C5%BB%C3%B3%C5%82kiew_2008_%28cropped%29.jpg
White KAMAZ truck tractor on the test track,"Белый седельный тягач КАМАЗ, на испытательной трассе ",Civil auto industry,Trucks,https://sun9-14.userapi.com/impg/nAB65mCwuKn5Lg0vb9Le6j8ocNiQ9q7a6XkSLg/eifsWCzHgvQ.jpg?size=512x342&quality=95&sign=afb48f12e4bd00a4018597e3855d2361&type=album
"Rotational KRAZ, taiga landscape, previous morning","Вахтовый КРАЗ, таёжный пейзаж, ранее утро",Civil auto industry,Trucks,https://jdmhobby.ru/_nw/0/94690520.jpg
"GAZ GAZelle Next, blue van, Russian Post","GAZ ГАЗель Некст, синий фургон, ""Почта России""",Civil auto industry,Trucks,https://resizer.mail.ru/p/8c69ac40-f883-5a62-b36f-e188f8d8789c/AQABplsjBtBJv2XUFhZRrf8y0lsq_Juw0cyZ7gKChukMKHvc54FkpdA1-_di0JF9SYyDtx1PA-e9HVGYpSAPA7tlgKY.jpg
"Russian truck based on URAL Next, snow blower with blade","Российский грузовик на базе УРАЛ Некст, снегоуборщик с отвалом",Civil auto industry,Trucks,https://sun9-78.userapi.com/impg/CHYbkeB7SI4IcUCZnd12DfeD-Hwfs55Vr2IdAg/7uQy78dCdIo.jpg?size=512x384&quality=95&sign=95e776eb30ae6ebf16dbdd7a4f7e122d&type=album
"Presentation, the concept of the Russian truck of the future","Презентация, концепт российского грузовика будущего ",Civil auto industry,Trucks,https://infopost.media/wp-content/uploads/2022/01/1643533924.jpg
A tanker truck on an intercity highway,Бензовоз на междугороднем шоссе,Civil auto industry,Trucks,https://avatars.mds.yandex.net/get-ydo/9712213/2a0000018838d2fc540dbe33d61bca633c33/diploma
A civilian cargo motorhome on the shore of winter Lake Baikal,Гражданский грузовой Автодом на берегу зимнего Байкала,Civil auto industry,Trucks,https://i.pinimg.com/originals/c6/9f/6e/c69f6ec8b830b2555d57c1295c874a1b.jpg
Modern blue public electric bus on city streets,Современный голубой общественный электробус на городских улицах,Civil auto industry,Public transport,https://avatars.dzeninfra.ru/get-zen_doc/9233083/pub_63ea20de8b8c45149f492d93_63ea20df8b8c45149f492e77/scale_1200
Tourist intercity bus at the bus station,Туристический междугородний автобус на автостанции ,Civil auto industry,Public transport,https://tverigrad.ru/wp-content/uploads/2021/09/WhatsApp-Image-2021-09-21-at-18.31.20.jpeg
Retro tram on the streets of St. Petersburg,Ретро-трамвай на улицах Санкт-Петербурга,Civil auto industry,Public transport,https://i.pinimg.com/736x/52/20/95/522095dded4133c57ebc4334f5164d67.jpg
"Soviet LAZ series bus on the pass, retro photo","Советский автобус серии ЛАЗ на перевале, ретро фото",Civil auto industry,Public transport,https://a.d-cd.net/21e73e1s-1920.jpg
"PAZik bus with passengers on a rural road, rural landscape","Автобус ПАЗик с пассажирами на сельской дороге, деревенский пейзаж",Civil auto industry,Public transport,https://tomsk.spravedlivo.ru/depot/pict/279/27946912000800.jpg
Sightseeing bus tours of Moscow at night,Обзорные автобусные экскурсии по ночной Москве,Civil auto industry,Public transport,https://www.megaflot.ru/upload/resize_cache/iblock/e62/800_600_1/s1nubdmk57uo5dvi0k3fbm04gv5sc3h3.JPG
"Domestic public transport taxi, minivan. Resorts of the Krasnodar region.","Отечественный общественный транспорт такси, минивэн. Курорты краснодарского края.",Civil auto industry,Public transport,https://sun9-80.userapi.com/impg/VURoSnvUwhP8B2xgss9UznWJsVpo_-DQHMRyYA/1Jdn5262c4k.jpg?size=512x338&quality=95&sign=d17bc5b7004ab70d9f97d50abd3b18fc&type=album
"Temporary parking for transport taxi, airport","Временная стоянка для транспорта такси, аэропорт",Civil auto industry,Public transport,https://www.vnukovo.ru/uploads/content/Documents/passazhiram/taxi.jpg
"Soviet retro bus ZIS-8 1934, exhibition copy","Советский ретро автобус ЗИС-8 1934, выставочный экземпляр",Civil auto industry,Public transport,https://a.d-cd.net/9e4uJGBcfTqxPzRNysiEkHTXQpo-1920.jpg
"Blue articulated bus, futurism, city of the future","Голубой сочленённый автобус, футуризм, город будущего",Civil auto industry,Public transport,https://i.pinimg.com/originals/c8/19/44/c819441a554001f34a34965e0ed00eaf.jpg
a bowl of sorrel soup with half an egg stands on the table in a Russian kitchen,тарелка щавелевого супа с половинкой яйца стоит на столе в русской кухне,National cuisine,First courses,https://content.skyscnr.com/m/30f3dadd4c6296bc/original/eyeem-26050257-93220530.jpg?resize=800px:600px&quality=100
"pumpkin puree soup in a porcelain tureen, on a table covered with a Russian embroidered tablecloth",тыквенный суп-пюре в фарфоровой супнице. на столе покрытом русской вышитой скатертью,National cuisine,First courses,https://www.krassever.ru/statics/thumbs/840x560/012024-10012024x1df59f01-84056080.jpg
the fish soup is cooked in a pot over a fire,уха варится в котелке над костром,National cuisine,First courses,"https://sun9-36.userapi.com/s/v1/ig1/tndvusoJI0ENsMMht6DA1HpgCPfCf-FJdRI5gKAwI68wIH6DbFiqosIpIc-FxkfN4APBZdn0.jpg?quality=96&blur=50,20&as=32x24,48x36,72x54,108x81,160x120,240x180,360x270,480x360,540x405,640x480,720x540,1080x810,1200x900&from=bu&u=P00sYbey8H9vPVI0SlRINaISKNc0oTGsR47y6qeeek0&cs=604x453"
borscht in a clay bowl on the table in a Russian hut,борщ в глиняной миске на столе в русской избе,National cuisine,First courses,https://food.pibig.info/uploads/posts/2023-03/1679283526_food-pibig-info-p-borshch-ukrainskii-s-pampushkami-oboi-30.jpg
a pot of hot cabbage soup is on the stove,кастрюля с горячими щами стоит на плите,National cuisine,First courses,https://img.povar.ru/uploads/1f/1a/87/6a/shi_iz_kapusti_so_svininoi-308516.jpg
"Soup meat solyanka in a plate, with a slice of lemon. On the table in a Russian restaurant","суп мясная солянка в тарелке, с ломтиком лимона. На столе в русском ресторане",National cuisine,First courses,https://avatars.mds.yandex.net/get-altay/7690462/2a000001882dbf0776b905ef29f5a209961d/XXL_height
